id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,label
0,-0.8353704046972658,0.9601606080577672,-0.42374338902305725,0.620575649964347,-0.7383785800894916,-1.0955294683024446,-1.2805778156399443,-0.6286832625255755,0.7652200848602393,1.156656621221984,-0.3993361025469065,-0.3165012412626267,-0.1926552522828729,-1.6435061174628698,1.2428450148078967,0.43383060479275426,0.30951244063367694,1.272465604603494,-1.0546370959024545,-0.7197980152943666,1.0
1,1.3631007389664211,-0.9493076608593519,-0.3399094110458529,-1.4804807411701058,0.13115350183433752,-1.2996506707170439,2.1638279389879664,-0.11464538619753982,-0.06333875472854782,-0.303006972364214,-0.8229049363556139,1.4313849136962116,-0.25767234675590234,1.168142218616989,1.3861287994257265,-1.1417342579698349,1.3881054447571648,-0.12147554104032292,-0.4674377915664297,-0.451195593421268,1.0
2,-0.8788077992993006,0.030893912308538267,1.562572253468612,-0.9215439535504237,-0.10586590604391395,0.41542404890134405,0.49531007268363464,-0.28735432641913417,-1.2402826003695873,-0.09095267441853074,0.4542241717066856,1.0049393444297199,-0.9648175732008799,-1.6606359450821848,-1.2265818930432888,0.3431353676133451,-1.2917020779617718,-0.27656497992576085,-1.138664735840522,-0.3721362953192414,1.0
3,0.4873373157081233,-0.3344355665946866,-0.5147542172613884,0.7989104267626235,-1.253743304273222,-0.7477404205028925,1.5823596669794227,0.9484723356172782,1.2592397810803142,-1.1179620465448596,-0.3925612840154919,0.03292593667883505,-0.13495337078342198,-0.20364423361491177,-0.3845691841855215,-1.334518442901179,-1.300908155549083,0.7035569221975578,-0.6618519477152635,-1.0506038937046274,1.0
4,0.6968572767617135,-0.13479252372313041,0.7607153287143645,-1.2580482756166984,-0.1839848093982546,-1.2958667996137796,-0.1150463451833029,1.3595631568706115,1.9897398139768672,-0.3219798516254615,1.0872117805761177,-0.5230655120526222,-1.1112941217049852,0.9996574574279744,1.4650983652898382,-0.5735788486942619,-1.1201144700453647,-0.4026322650252219,0.48132151986482363,-1.625929221626217,1.0
5,0.5783094756639701,-1.2538177526895304,-0.6417812639673124,1.1802907680128953,-1.0593731175667997,-0.794179735676509,-0.8635063509923329,-1.5035068510566727,-0.6386168088002151,2.0898403705143296,1.3223024687348126,-0.3140647040644268,2.7341425977345484,-1.5314570703380608,-1.3901857142339589,-0.5958056335779568,0.11200212091758673,-0.049235208727572775,-0.5279785202339069,-0.7781735411484811,1.0
6,-1.8614776887054272,-0.6552668065451812,-0.42005472824179485,-0.8858024388038535,0.4701406350824229,-1.0050246373507452,-0.5081924533964405,2.348742471700691,0.9984060451883654,0.24791767691426655,1.5441708050368734,-0.1371744991879609,-1.6702403420956702,-0.06762241505119519,-1.7710714571978392,-0.050350292398968356,-1.3502527846516974,0.863672439949456,0.02758772773559659,-0.6163777601960018,1.0
7,1.6419659615896485,0.6695790958870549,-0.5813163309296823,0.12611271822939493,2.2606453069781085,0.06714660531983078,0.2826578253903436,-1.6560861921603787,1.1490694385397993,0.7299527875897722,1.1092220257708176,0.008561072944131172,0.10850097482653745,1.9958298868951707,0.14892739879666841,0.04466039565998352,-0.969381015410323,-0.36820669142771495,2.2922294801874052,-1.2909770788430084,1.0
8,-1.7414252783363502,-0.5514992085470998,1.2407193449447307,-0.9377567803749332,0.7285029773558277,-0.1753512263491252,1.6260109409136039,1.992446182859352,-1.4051119840432083,-0.8751573279093482,-1.2532939278480895,-0.19473928915620894,1.382201638439072,1.9951024740362036,-0.5095695349918127,0.7144084156455568,0.6788245037369761,-0.21331723357080182,-0.6568381932684364,0.4307473683547654,1.0
9,0.21575537013847554,-0.05919801108789152,-0.2613411477669169,1.2504577631415874,-1.140191828299632,1.03873618028933,-2.383041355179965,-0.48690240394907097,0.09215805073275841,-0.814400276734119,0.3819273107732306,0.303051112261647,0.6575405136415873,2.74625945095988,0.03583969101462555,0.6033940272116693,1.7031990531992063,-0.6173781695347557,0.17962305395825243,2.3092877141384847,1.0
